Standardized_Contract,Contract_Type,Group_Name,Exchange_Name,Abbreviated_Name,Country,Region,Year,Month,Report_Year_Month,Volume,Open_Interest
"Swiss Franc",Future,Currencies,"Bolsa de Mercadorias & Futuros",BMF,Brazil,"Latin America",2017,7,2017-7,3184,981
"Swiss Franc",Future,Currencies,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,603364,40080
"Swiss Franc",Future,Currencies,"Dubai Gold & Commodities Exchange",DGCX,"United Arab Emirates",Asia,2017,7,2017-7,1070,381
"Swiss Franc (European Style)",Option,Currencies,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,0,2
"Swiss Franc/Japanese Yen",Future,Currencies,"Tokyo Financial Exchange",TFX,Japan,Asia,2017,7,2017-7,21078,26807
"Swiss Franc/Japanese Yen 250",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,1128,691
"Swiss Franc/Rand",Future,Currencies,"JSE Securities Exchange",JSE,"South Africa",Other,2017,7,2017-7,4375,3658
"Swiss Franc/US Dollar 125",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,80,7
"Swiss Government Bond (CONF)",Future,"Interest Rates",Eurex,EUREX,Germany,Europe,2017,7,2017-7,4241,4843
"Swiss Leader Index (SLI)",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,1223,1039
"Swiss Leader Index (SLI)",Option,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,241,862
"Swiss Market Index (SMI)",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,588810,184385
"Swiss Market Index (SMI)",Option,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,171307,741552
"Swiss Market Index (SMI) - 1st Friday",Option,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,17,2
"Swiss Market Index (SMI) - 2nd Friday",Option,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,208,2
"Swiss Market Index (SMI) - 4th Friday",Option,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,190,0
"Swiss Market Index (SMI) - 5th Friday",Option,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,2,2
"Swiss Market Index Mid-Cap (SMIM)",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,7787,5981
"Swiss Market Index Mid-Cap (SMIM)",Option,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,10,218
"Synthetic Sweet Oil (Net Energy) Monthly Index (SSW)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,360,270
"TA Banks-5 Index (formerly TA-Banks Index)",Option,Equity,"Tel-Aviv Stock Exchange",TASE,Israel,Other,2017,7,2017-7,12750,8184
"TA-125 Index (formerly TA-100 Index)",Option,Equity,"Tel-Aviv Stock Exchange",TASE,Israel,Other,2017,7,2017-7,8590,3591
"TA-35 Index (formerly TA-25 Index)",Future,Equity,"Tel-Aviv Stock Exchange",TASE,Israel,Other,2017,7,2017-7,455,339
"TA-35 Index (formerly TA-25 Index)",Option,Equity,"Tel-Aviv Stock Exchange",TASE,Israel,Other,2017,7,2017-7,2511117,192151
"Taiex (TX)",Future,Equity,"Taiwan Futures Exchange",TAIFEX,Taiwan,Asia,2017,7,2017-7,2933523,98960
"Taiex (TXO)",Option,Equity,"Taiwan Futures Exchange",TAIFEX,Taiwan,Asia,2017,7,2017-7,16599816,1148621
"Tailor Made Forwards/",Future,Equity,"Oslo Stock Exchange",OSL,Norway,Europe,2017,7,2017-7,80180,527480
"Taiwan 50 (T5F)",Future,Equity,"Taiwan Futures Exchange",TAIFEX,Taiwan,Asia,2017,7,2017-7,166,8
"Taiwan Stock Exch NonFin/NonElec SubIndx (XIF)",Future,Equity,"Taiwan Futures Exchange",TAIFEX,Taiwan,Asia,2017,7,2017-7,5951,275
"Taiwan Stock Exchange Electronic Sector Index (TE)",Future,Equity,"Taiwan Futures Exchange",TAIFEX,Taiwan,Asia,2017,7,2017-7,76621,3819
"Taiwan Stock Exchange Electronic Sector Index (TEO)",Option,Equity,"Taiwan Futures Exchange",TAIFEX,Taiwan,Asia,2017,7,2017-7,14833,1740
"Taiwan Stock Exchange Finance Sector Index (TF)",Future,Equity,"Taiwan Futures Exchange",TAIFEX,Taiwan,Asia,2017,7,2017-7,57722,4131
"Taiwan Stock Exchange Finance Sector Index (TFO)",Option,Equity,"Taiwan Futures Exchange",TAIFEX,Taiwan,Asia,2017,7,2017-7,9718,1716
"TC12 USD Tanker Freight",Future,Other,"Nasdaq Commodities",NOC,Sweden,Europe,2017,7,2017-7,60,120
"TC14 USD Tanker Freight",Future,Other,"Nasdaq Commodities",NOC,Sweden,Europe,2017,7,2017-7,710,1930
"TC2 USD Tanker Freight",Future,Other,"Nasdaq Commodities",NOC,Sweden,Europe,2017,7,2017-7,655,2481
"TC2 USD Tanker Freight",Option,Other,"Nasdaq Commodities",NOC,Sweden,Europe,2017,7,2017-7,30,90
"TC5 USD Tanker Freight",Future,Other,"Nasdaq Commodities",NOC,Sweden,Europe,2017,7,2017-7,309,1076
"TC6 USD Tanker Freight",Future,Other,"Nasdaq Commodities",NOC,Sweden,Europe,2017,7,2017-7,53,383
"TD20 USD Tanker Freight",Future,Other,"Nasdaq Commodities",NOC,Sweden,Europe,2017,7,2017-7,641,2571
"TD3 USD Tanker Freight",Future,Other,"Nasdaq Commodities",NOC,Sweden,Europe,2017,7,2017-7,1513,3473
"TD3 USD Tanker Freight",Option,Other,"Nasdaq Commodities",NOC,Sweden,Europe,2017,7,2017-7,0,200
"TD8 USD Tanker Freight",Future,Other,"Nasdaq Commodities",NOC,Sweden,Europe,2017,7,2017-7,70,220
TecDAX,Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,3917,4906
Tecdax,Option,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,0,30
"Tennessee 500 Leg Natural Gas (Platts IFERC) Basis (NM)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,184
"Tennessee 800 Leg Natural Gas (Platts IFERC) Basis (6Z)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,184
"Tennessee Zone 0 Natural Gas (Platts IFERC) Basis (NQ)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,788
"TETCO M-3 Natural Gas (Platts Gas Daily/Platts IFERC) Index (IX)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,3444
"TETCO STX Natural Gas (Platts IFERC) Basis (TX)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,1189
"Texas Eastern Zone M-3 Natural Gas (Platts IFERC) Basis (NX)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,453,13030
"Texas Gas, Zone 1 Natural Gas (Platts IFERC) Basis (9F)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,9176
"Thermal Coal (ZC)",Future,Energy,"Zhengzhou Commodity Exchange",ZCE,China,Asia,2017,7,2017-7,2764341,214697
"TIIE 28",Future,"Interest Rates","Mexican Derivatives Exchange",MEXDER,Mexico,"Latin America",2017,7,2017-7,0,243000
Tin,Future,Metals,"Indonesia Commodity & Derivatives Exchange",ICDX,Indonesia,Asia,2017,7,2017-7,1221,0
Tin,Future,Metals,"London Metal Exchange",LME,"United Kingdom",Europe,2017,7,2017-7,116664,19011
Tin,Future,Metals,"Shanghai Futures Exchange",SHFE,China,Asia,2017,7,2017-7,204716,14035
Tin,Option,Metals,"London Metal Exchange",LME,"United Kingdom",Europe,2017,7,2017-7,0,3
"Tokyo Rice",Future,Agriculture,"Osaka Dojima Commodity Exchange",ODE,Japan,Asia,2017,7,2017-7,12664,4206
"Tola Gold",Future,Metals,"Pakistan Mercantile Exchange",PMEX,Pakistan,Asia,2017,7,2017-7,494,0
Topix,Future,Equity,"Japan Exchange",JPX,Japan,Asia,2017,7,2017-7,1218775,635007
"Topix (TJF)",Future,Equity,"Taiwan Futures Exchange",TAIFEX,Taiwan,Asia,2017,7,2017-7,18070,1201
"Topix Banks Index",Future,Equity,"Japan Exchange",JPX,Japan,Asia,2017,7,2017-7,8936,15480
"Topix Core30",Future,Equity,"Japan Exchange",JPX,Japan,Asia,2017,7,2017-7,215,91
"Topix Index",Option,Equity,"Japan Exchange",JPX,Japan,Asia,2017,7,2017-7,11594,64899
"Transco Zone 3 Natural Gas (Platts Gas Daily/Platts IFERC) Index (Y6)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,4182
"Transco Zone 3 Natural Gas (Platts IFERC) Basis (CZ)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,5270
"Transco Zone 4 Natural Gas (Platts IFERC) Basis (TR)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,5520,15535
"Transco Zone 6 Natural Gas (Platts Gas Daily/Platts IFERC) Index (IT)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,984
"Transco Zone 6 Natural Gas (Platts IFERC) Basis (NZ)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,5073
"Transco Zone 6 Non-N.Y. Natural Gas (Platts Gas Daily/Platts IFERC) Index (TZI)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,492
"Transco Zone 6 Non-N.Y. Natural Gas (Platts IFERC) Basis (TZ6)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,9049
TRY/EUR,Future,Currencies,"Borsa Istanbul",BIST,Turkey,Other,2017,7,2017-7,147761,18377
TRY/HUF,Future,Currencies,"Budapest Stock Exchange",BSE,Hungary,Europe,2017,7,2017-7,0,4395
TRY/USD,Future,Currencies,"Borsa Istanbul",BIST,Turkey,Other,2017,7,2017-7,4023436,561182
TRY/USD,Option,Currencies,"Borsa Istanbul",BIST,Turkey,Other,2017,7,2017-7,647974,419400
"TSE Mothers Index",Future,Equity,"Japan Exchange",JPX,Japan,Asia,2017,7,2017-7,12288,4036
"Turkish Lira",Future,Currencies,"Bolsa de Mercadorias & Futuros",BMF,Brazil,"Latin America",2017,7,2017-7,3128,1446
"Turkish Lira",Future,Currencies,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,464,2577
"Turkish Lira /Japanese Yen",Future,Currencies,"Tokyo Financial Exchange",TFX,Japan,Asia,2017,7,2017-7,253969,233370
"Turkish Lira/Euro",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,1165,999
"Turkish Lira/US Dollar",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,2817,4366
Turmeric,Future,Agriculture,"National Commodity & Derivatives Exchange",NCDEX,India,Asia,2017,7,2017-7,46949,3509
"UK Electricity Peak",Future,Energy,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,1960,8840
"UK Feed Wheat",Future,Agriculture,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,6581,9559
"UK Feed Wheat",Option,Agriculture,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,122,649
"UK NBP Natural Gas (USD per MMBTU) (ICIS Heren) Front Month (NBP)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,59,24
"UK Power Base (Day)",Future,Energy,"Nasdaq Commodities",NOC,Sweden,Europe,2017,7,2017-7,900,0
"UK Power Base (Month)",Future,Energy,"Nasdaq Commodities",NOC,Sweden,Europe,2017,7,2017-7,10,16
"UK Power Base (NPC Other)",Future,Energy,"Nasdaq Commodities",NOC,Sweden,Europe,2017,7,2017-7,105,0
"UK Power Base (Year)",Future,Energy,"Nasdaq Commodities",NOC,Sweden,Europe,2017,7,2017-7,0,1
"ULSD 10 PPM Cargoes CIF NWE (Platts) Balance of the Month (B1)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,6,6
"ULSD 10 PPM Cargoes CIF NWE (Platts) vs. Low Sulphur Gasoil (TP)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,72,826
"ULSD 10 PPM Cargoes CIF NWE (Platts) vs. Low Sulphur Gasoil Balance of the Month (3V)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,25,25
"ULSD 10 PPM CIF MED (Platts) vs. Low Sulphur Gasoil (Z7)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,60
"Ultra 10 Year Treasury Note",Future,"Interest Rates","Chicago Board of Trade",CBOT,"United States","North America",2017,7,2017-7,1898721,406554
"Ultra 10 Year Treasury Note",Option,"Interest Rates","Chicago Board of Trade",CBOT,"United States","North America",2017,7,2017-7,38,50
"Ultra Treasury Bond",Future,"Interest Rates","Chicago Board of Trade",CBOT,"United States","North America",2017,7,2017-7,1779169,813089
"Ultra Treasury Bond",Option,"Interest Rates","Chicago Board of Trade",CBOT,"United States","North America",2017,7,2017-7,1683,1479
"US 500",Option,Equity,"North American Derivative Exchange",NADEX,"United States","North America",2017,7,2017-7,70138,NULL
"US Coal (1,000 tons)",Future,Energy,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,0,5
"US Corn",Future,Agriculture,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,2,2
"US Dollar",Future,Currencies,"Bolsa de Mercadorias & Futuros",BMF,Brazil,"Latin America",2017,7,2017-7,5429245,804737
"US Dollar",Future,Currencies,"Bolsa de Valores de Colombia",BVC,Colombia,"Latin America",2017,7,2017-7,21846,1925
"US Dollar",Future,Currencies,"Korea Exchange",KRX,"South Korea",Asia,2017,7,2017-7,5563214,747975
"US Dollar",Future,Currencies,"Rosario Futures Exchange",ROFEX,Argentina,"Latin America",2017,7,2017-7,12038190,2352972
"US Dollar",Future,Currencies,"Thailand Futures Exchange",TFEX,Thailand,Asia,2017,7,2017-7,27578,22237
"US Dollar",Option,Currencies,"Bolsa de Mercadorias & Futuros",BMF,Brazil,"Latin America",2017,7,2017-7,596880,676494
"US Dollar (DLR)",Option,Currencies,"Rosario Futures Exchange",ROFEX,Argentina,"Latin America",2017,7,2017-7,4140,2000
"US Dollar (USX)",Option,Currencies,"Montreal Exchange",MX,Canada,"North America",2017,7,2017-7,966,766
"US Dollar forward points",Future,Currencies,"Bolsa de Mercadorias & Futuros",BMF,Brazil,"Latin America",2017,7,2017-7,433105,0
"US Dollar Index",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,461873,51352
"US Dollar Index",Option,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,972,1639
"US Dollar Rollover",Future,Currencies,"Bolsa de Mercadorias & Futuros",BMF,Brazil,"Latin America",2017,7,2017-7,1199340,0
"US Dollar Settled Australian Dollar (XDA)",Option,Currencies,"Nasdaq PHLX",PHLX,"United States","North America",2017,7,2017-7,313,NULL
"US Dollar Settled Australian Dollar (XDA)",Option,Currencies,OCC,OCC,"United States","North America",2017,7,2017-7,NULL,395
"US Dollar Settled British Pound (XDB)",Option,Currencies,"Nasdaq PHLX",PHLX,"United States","North America",2017,7,2017-7,574,NULL
"US Dollar Settled British Pound (XDB)",Option,Currencies,OCC,OCC,"United States","North America",2017,7,2017-7,NULL,1205
"US Dollar Settled Canadian Dollar (XDC)",Option,Currencies,"Nasdaq PHLX",PHLX,"United States","North America",2017,7,2017-7,3935,NULL
"US Dollar Settled Canadian Dollar (XDC)",Option,Currencies,OCC,OCC,"United States","North America",2017,7,2017-7,NULL,4205
"US Dollar Settled Euro (XDE)",Option,Currencies,"Nasdaq PHLX",PHLX,"United States","North America",2017,7,2017-7,12128,NULL
"US Dollar Settled Euro (XDE)",Option,Currencies,OCC,OCC,"United States","North America",2017,7,2017-7,NULL,8189
"US Dollar Settled Japanese Yen (XDN)",Option,Currencies,"Nasdaq PHLX",PHLX,"United States","North America",2017,7,2017-7,309,NULL
"US Dollar Settled Japanese Yen (XDN)",Option,Currencies,OCC,OCC,"United States","North America",2017,7,2017-7,NULL,801
"US Dollar Settled Swiss Franc (XDS)",Option,Currencies,"Nasdaq PHLX",PHLX,"United States","North America",2017,7,2017-7,147,NULL
"US Dollar Settled Swiss Franc (XDS)",Option,Currencies,OCC,OCC,"United States","North America",2017,7,2017-7,NULL,148
"US Dollar/Canadian Dollar",Future,Currencies,"Tokyo Financial Exchange",TFX,Japan,Asia,2017,7,2017-7,6578,1534
"US Dollar/Czech Koruna",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,513,503
"US Dollar/Hungarian Forint",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,823,565
"US Dollar/Indian Rupee",Future,Currencies,BSE,"BSE India",India,Asia,2017,7,2017-7,19705011,1148314
"US Dollar/Indian Rupee",Future,Currencies,"Metropolitan Stock Exchange of India",MSEI,India,Asia,2017,7,2017-7,1922392,319547
"US Dollar/Indian Rupee",Future,Currencies,"National Stock Exchange of India",NSE,India,Asia,2017,7,2017-7,19943096,2046300
"US Dollar/Indian Rupee",Option,Currencies,BSE,"BSE India",India,Asia,2017,7,2017-7,34747717,542573
"US Dollar/Indian Rupee",Option,Currencies,"National Stock Exchange of India",NSE,India,Asia,2017,7,2017-7,25152060,2352755
"US Dollar/Japanese Yen",Future,Currencies,"Tokyo Financial Exchange",TFX,Japan,Asia,2017,7,2017-7,805986,555418
"US Dollar/Japanese Yen (Large)",Future,Currencies,"Tokyo Financial Exchange",TFX,Japan,Asia,2017,7,2017-7,3207,509
"US Dollar/Norwegian Krone",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,1200,654
"US Dollar/South African Rand",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,1057,338
"US Dollar/Swedish Krona",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,1339,1094
"US Dollar/Swiss Franc",Future,Currencies,"Tokyo Financial Exchange",TFX,Japan,Asia,2017,7,2017-7,3908,1050
"US Midwest Busheling Ferrous Scrap (AMM) (BUS)",Future,Metals,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,30,250
"US Midwest Domestic Hot-Rolled Coil Steel (CRU) Index (HR)",Future,Metals,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,6639,12328
"US Single Stock",Future,Equity,"Dubai Gold & Commodities Exchange",DGCX,"United Arab Emirates",Asia,2017,7,2017-7,493,73
"US SmallCap 2000",Option,Equity,"North American Derivative Exchange",NADEX,"United States","North America",2017,7,2017-7,1432,NULL
"US Soybean",Future,Agriculture,"Osaka Dojima Commodity Exchange",ODE,Japan,Asia,2017,7,2017-7,240,0
"US Tech 100",Option,Equity,"North American Derivative Exchange",NADEX,"United States","North America",2017,7,2017-7,61726,NULL
"US Treasury Note",Future,"Interest Rates","Bolsa de Mercadorias & Futuros",BMF,Brazil,"Latin America",2017,7,2017-7,1848,1767
"US Wheat",Future,Agriculture,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,10,8
"USD Crude Palm Oil",Future,Agriculture,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,60,900
"USD Nikkei 225",Future,Equity,"Singapore Exchange",SGX,Singapore,Asia,2017,7,2017-7,135,965
USD/CAD,Future,Currencies,"Budapest Stock Exchange",BSE,Hungary,Europe,2017,7,2017-7,943,709
USD/CAD,Future,Currencies,"Moscow Exchange",MOEX,Russia,Europe,2017,7,2017-7,33981,14818
USD/CAD,Option,Currencies,"North American Derivative Exchange",NADEX,"United States","North America",2017,7,2017-7,26590,NULL
USD/CHF,Future,Currencies,"Budapest Stock Exchange",BSE,Hungary,Europe,2017,7,2017-7,0,200
USD/CHF,Future,Currencies,"Moscow Exchange",MOEX,Russia,Europe,2017,7,2017-7,9922,3892
USD/CHF,Option,Currencies,"North American Derivative Exchange",NADEX,"United States","North America",2017,7,2017-7,4776,NULL
"USD/CHN FX (RHF)",Future,Currencies,"Taiwan Futures Exchange",TAIFEX,Taiwan,Asia,2017,7,2017-7,10581,945
USD/CNH,Future,Currencies,"Singapore Exchange",SGX,Singapore,Asia,2017,7,2017-7,150567,19709
USD/CNH,Option,Currencies,"Singapore Exchange",SGX,Singapore,Asia,2017,7,2017-7,65,2
"USD/CNH FX (RHO)",Option,Currencies,"Taiwan Futures Exchange",TAIFEX,Taiwan,Asia,2017,7,2017-7,2165,1883
"USD/CNT FX (RTF)",Future,Currencies,"Taiwan Futures Exchange",TAIFEX,Taiwan,Asia,2017,7,2017-7,32791,3688
"USD/CNT FX (RTO)",Option,Currencies,"Taiwan Futures Exchange",TAIFEX,Taiwan,Asia,2017,7,2017-7,9615,7384
USD/HUF,Future,Currencies,"Budapest Stock Exchange",BSE,Hungary,Europe,2017,7,2017-7,424788,471718
USD/JPY,Future,Currencies,"Budapest Stock Exchange",BSE,Hungary,Europe,2017,7,2017-7,2900,950
USD/JPY,Future,Currencies,"Moscow Exchange",MOEX,Russia,Europe,2017,7,2017-7,206762,19418
USD/JPY,Option,Currencies,"North American Derivative Exchange",NADEX,"United States","North America",2017,7,2017-7,135170,NULL
