Standardized_Contract,Contract_Type,Group_Name,Exchange_Name,Parent_Name,Abbreviated_Name,Country,Region,Year,Month,Report_Year_Month,Volume,Open_Interest
"Silver Weekly Wk 4 (SO4)",Option,Metals,"Commodity Exchange (COMEX)","CME Group",COMEX,"United States","North America",2017,09,2017-09,14,0
"Silver Weekly Wk 5 (SO5)",Option,Metals,"Commodity Exchange (COMEX)","CME Group",COMEX,"United States","North America",2017,09,2017-09,1,0
"Singapore Fuel Oil 180 CST (Platts) (UA)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,720,1709
"Singapore Fuel Oil 180 CST (Platts) 6.35 Dubai (Platts) Crack Spread (STS)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,560
"Singapore Fuel Oil 180 CST (Platts) Balance of the Month (BS)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,10,10
"Singapore Fuel Oil 180 CST (Platts) vs. 380 CST (Platts) (SD)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,427,1420
"Singapore Fuel Oil 180 CST (Platts) vs. 380 CST (Platts) Balance of the Month (MSD)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,30,30
"Singapore Fuel Oil 380 CST (Platts) (SE)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,7267,10231
"Singapore Fuel Oil 380 CST (Platts) 6.35 Dubai (Platts) Crack Spread (STI)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,40,40
"Singapore Fuel Oil 380 CST (Platts) Average Price (8H)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,200
"Singapore Fuel Oil 380 CST (Platts) Balance of the Month (BT)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,346,346
"Singapore Fuel Oil 380 CST (Platts) Brent Crack Spread (1000 MT) (SF3)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,9
"Singapore Fuel Oil 380 CST (Platts) vs. European 3.5% Fuel Oil Barges FOB Rotterdam (Platts) (EVC)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,1360,5659
"Singapore Gasoil (Platts) (SG)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,2535,15052
"Singapore Gasoil (Platts) Average Price (M2)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,100
"Singapore Gasoil (Platts) Balance of the Month (VU)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,200,200
"Singapore Gasoil (Platts) vs. Low Sulphur Gasoil (GA)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,1790,11560
"Singapore Gasoil 10 PPM (Platts) vs. Singapore Gasoil (Platts) (STZ)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,300
"Singapore Jet Kerosene (Platts) (KS)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,510,2992
"Singapore Jet Kerosene (Platts) Average Price (N2)",Option,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,160
"Singapore Jet Kerosene (Platts) Dubai (Platts) Crack Spread (KSD)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,25
"Singapore Jet Kerosene (Platts) vs. Gasoil (Platts) (RK)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,665,4190
"Singapore Jet Kerosene (Platts) vs. Gasoil (Platts) Balance of the Month (Z0)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,50,50
"Singapore Mogas 92 Unleaded (Platts) (1N)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,4115,11358
"Singapore Mogas 92 Unleaded (Platts) Brent Crack Spread (1NB)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,539,2833
"Singapore Mogas 92 Unleaded (Platts) Dubai (Platts) Crack Spread (1ND)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,225,225
"Singapore Mogas 95 Unleaded (Platts) (V0)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,100
"Single Stock",Future,Equity,OneChicago,OneChicago,OCX,"United States","North America",2017,09,2017-09,1106598,398376
"Single Stock Dividend",Future,Equity,"Borsa Italiana (IDEM)","London Stock Exchange Group",IDEM,Italy,Europe,2017,09,2017-09,1,59874
"Single Stock Dividend",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,238709,2748463
"Single Stock Dividend Plus",Future,Equity,MEFF,MEFF,MEFF,Spain,Europe,2017,09,2017-09,0,540
"Single Stock Forwards/Futures",Future,Equity,"Oslo Stock Exchange","Oslo Stock Exchange",OSL,Norway,Europe,2017,09,2017-09,91643,121459
"SL-JGB 20 Year Japan Government Bond",Future,"Interest Rates","Japan Exchange","Japan Exchange",JPX,Japan,Asia,2017,09,2017-09,21,1
"Small British Pound Sterling/US Dollar",Future,Currencies,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,2004,346
"SMI Index Dividend",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,0,1532
"Sorghum (SORG)",Future,Agriculture,"JSE Securities Exchange","JSE Securities Exchange",JSE,"South Africa",Other,2017,09,2017-09,5,9
"Sorghum Bitter GH1",Future,Agriculture,"JSE Securities Exchange","JSE Securities Exchange",JSE,"South Africa",Other,2017,09,2017-09,9,61
"South African Rand",Future,Currencies,B3,B3,B3,Brazil,"Latin America",2017,09,2017-09,2502,723
"South African Rand",Future,Currencies,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,86751,19475
"South African Rand/Japanese Yen",Future,Currencies,"Tokyo Financial Exchange","Tokyo Financial Exchange",TFX,Japan,Asia,2017,09,2017-09,260963,128996
"Southern Natural, Louisiana Natural Gas (Platts IFERC) Basis (SZ)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,184
"Southern Star, Tx.-Okla.-Kan. Natural Gas (Platts IFERC) Basis (8Z)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,168
"Soy Oil",Future,Agriculture,"National Commodity & Derivatives Exchange","National Commodity & Derivatives Exchange",NCDEX,India,Asia,2017,09,2017-09,92975,8022
"Soya (50t)",Option,Agriculture,"JSE Securities Exchange","JSE Securities Exchange",JSE,"South Africa",Other,2017,09,2017-09,3564,3663
"Soya (50t) (SOYA)",Future,Agriculture,"JSE Securities Exchange","JSE Securities Exchange",JSE,"South Africa",Other,2017,09,2017-09,18010,16426
"Soya Bean Crush (CRS)",Future,Agriculture,"JSE Securities Exchange","JSE Securities Exchange",JSE,"South Africa",Other,2017,09,2017-09,4,4
"Soyabean Seed",Future,Agriculture,"National Commodity & Derivatives Exchange","National Commodity & Derivatives Exchange",NCDEX,India,Asia,2017,09,2017-09,112385,11801
Soybean,Future,Agriculture,"Chicago Board of Trade","CME Group",CBOT,"United States","North America",2017,09,2017-09,3628950,682660
Soybean,Future,Agriculture,"Mercado a Termino de Buenos Aires","Mercado a Termino de Buenos Aires",MATBA,Argentina,"Latin America",2017,09,2017-09,10616,13697
Soybean,Future,Agriculture,"Rosario Futures Exchange","Rosario Futures Exchange",ROFEX,Argentina,"Latin America",2017,09,2017-09,2972,3944
Soybean,Future,Agriculture,"Tokyo Commodity Exchange","Tokyo Commodity Exchange",TOCOM,Japan,Asia,2017,09,2017-09,2461,5996
Soybean,Option,Agriculture,"Chicago Board of Trade","CME Group",CBOT,"United States","North America",2017,09,2017-09,1403467,677163
Soybean,Option,Agriculture,"Mercado a Termino de Buenos Aires","Mercado a Termino de Buenos Aires",MATBA,Argentina,"Latin America",2017,09,2017-09,2832,7062
Soybean,Option,Agriculture,"North American Derivative Exchange","North American Derivative Exchange",NADEX,"United States","North America",2017,09,2017-09,317,NULL
"Soybean Cash Settled ",Option,Agriculture,B3,B3,B3,Brazil,"Latin America",2017,09,2017-09,0,34
"Soybean Crush",Option,Agriculture,"Chicago Board of Trade","CME Group",CBOT,"United States","North America",2017,09,2017-09,75,255
"Soybean Meal",Future,Agriculture,"Chicago Board of Trade","CME Group",CBOT,"United States","North America",2017,09,2017-09,1940169,363400
"Soybean Meal",Future,Agriculture,"Dalian Commodity Exchange","Dalian Commodity Exchange",DCE,China,Asia,2017,09,2017-09,13277344,1175269
"Soybean Meal",Option,Agriculture,"Chicago Board of Trade","CME Group",CBOT,"United States","North America",2017,09,2017-09,126735,109311
"Soybean Meal",Option,Agriculture,"Dalian Commodity Exchange","Dalian Commodity Exchange",DCE,China,Asia,2017,09,2017-09,311633,141127
"Soybean Nearby + 2 Calendar Spread",Option,Agriculture,"Chicago Board of Trade","CME Group",CBOT,"United States","North America",2017,09,2017-09,0,10
"Soybean Oil",Future,Agriculture,"Chicago Board of Trade","CME Group",CBOT,"United States","North America",2017,09,2017-09,2451284,406888
"Soybean Oil",Future,Agriculture,"Dalian Commodity Exchange","Dalian Commodity Exchange",DCE,China,Asia,2017,09,2017-09,4669583,394727
"Soybean Oil",Option,Agriculture,"Chicago Board of Trade","CME Group",CBOT,"United States","North America",2017,09,2017-09,133612,78468
"Special High Grade Zinc",Future,Metals,"London Metal Exchange","Hong Kong Exchanges and Clearing",LME,"United Kingdom",Europe,2017,09,2017-09,2932882,372872
"Special High Grade Zinc",Option,Metals,"London Metal Exchange","Hong Kong Exchanges and Clearing",LME,"United Kingdom",Europe,2017,09,2017-09,125897,98753
"Special High Grade Zinc TAPOS",Option,Metals,"London Metal Exchange","Hong Kong Exchanges and Clearing",LME,"United Kingdom",Europe,2017,09,2017-09,33,1576
"SPI 200",Future,Equity,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,1694097,266726
"SPI 200",Option,Equity,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,34814,82447
"Standard Lead",Future,Metals,"London Metal Exchange","Hong Kong Exchanges and Clearing",LME,"United Kingdom",Europe,2017,09,2017-09,1234178,152476
"Standard Lead",Option,Metals,"London Metal Exchange","Hong Kong Exchanges and Clearing",LME,"United Kingdom",Europe,2017,09,2017-09,24208,13073
"Steel Rebar",Future,Metals,"London Metal Exchange","Hong Kong Exchanges and Clearing",LME,"United Kingdom",Europe,2017,09,2017-09,5728,1204
"Steel Rebar",Future,Metals,"Shanghai Futures Exchange","Shanghai Futures Exchange",SHFE,China,Asia,2017,09,2017-09,50901572,1815553
"Steel Scrap",Future,Metals,"London Metal Exchange","Hong Kong Exchanges and Clearing",LME,"United Kingdom",Europe,2017,09,2017-09,28892,5086
"Sterling Pound",Future,Currencies,"Dubai Gold & Commodities Exchange","Dubai Gold & Commodities Exchange",DGCX,"United Arab Emirates",Asia,2017,09,2017-09,14122,1284
STIBOR-FRA,Future,"Interest Rates","Nasdaq Exchanges Nordic Markets",Nasdaq,OMX,Sweden,Europe,2017,09,2017-09,827000,997640
STIBOR-FRA,Option,"Interest Rates","Nasdaq Exchanges Nordic Markets",Nasdaq,OMX,Sweden,Europe,2017,09,2017-09,0,40000
"Stock Dividend",Future,Equity,"Euronext Derivatives Market",Euronext,EURONEXT,"United Kingdom",Europe,2017,09,2017-09,381,12585
"Stock Dividend",Future,Equity,MEFF,MEFF,MEFF,Spain,Europe,2017,09,2017-09,47389,145617
"Stoxx Europe 50 Index",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,113085,26260
"Stoxx Europe 50 Index",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,2104,18465
"Stoxx Europe 600",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,1439085,275787
"Stoxx Europe 600",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,1216,164006
"Stoxx Europe 600 Automobiles & Parts",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,140629,29686
"Stoxx Europe 600 Automobiles & Parts",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,20385,27224
"Stoxx Europe 600 Banks",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,495538,139401
"Stoxx Europe 600 Banks",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,14379,80175
"Stoxx Europe 600 Basic Resources",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,242590,49197
"Stoxx Europe 600 Basic Resources",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,24882,25333
"Stoxx Europe 600 Chemicals",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,14995,3707
"Stoxx Europe 600 Construction & Materials",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,17252,4519
"Stoxx Europe 600 Financial Services",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,24702,7946
"Stoxx Europe 600 Financial Services",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,5,5
"Stoxx Europe 600 Food & Beverage",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,29634,8676
"Stoxx Europe 600 Healthcare",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,50012,12447
"Stoxx Europe 600 Healthcare",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,0,2662
"Stoxx Europe 600 Industrial Goods & Services",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,75626,17051
"Stoxx Europe 600 Industrial Goods & Services",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,0,4800
"Stoxx Europe 600 Insurance",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,66672,21890
"Stoxx Europe 600 Insurance",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,10000,10758
"Stoxx Europe 600 Media",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,16441,6457
"Stoxx Europe 600 Media",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,0,10
"Stoxx Europe 600 Oil & Gas",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,231268,52676
"Stoxx Europe 600 Oil & Gas",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,48984,106911
"Stoxx Europe 600 Oil & Gas Index Dividend",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,0,200
"Stoxx Europe 600 Personal & Household Goods",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,23541,6652
"Stoxx Europe 600 Real Estate",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,26098,9330
"Stoxx Europe 600 Real Estate",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,0,11750
"Stoxx Europe 600 Retail",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,15550,5196
"Stoxx Europe 600 Technology",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,42193,10807
"Stoxx Europe 600 Telecom",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,89735,20937
"Stoxx Europe 600 Telecommunications",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,4142,14199
"Stoxx Europe 600 Travel & Leisure",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,13635,5223
"Stoxx Europe 600 Utilities",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,159928,44645
"Stoxx Europe 600 Utilities",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,6694,10408
"Stoxx Europe Large 200",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,11261,3553
"Stoxx Europe Mid 200",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,33936,11304
"Stoxx Europe Small 200",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,104578,27114
"Stoxx Europe Small 200 Index",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,0,6525
"Stoxx Global Select Dividend 100 Index",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,1100,800
"Stoxx Global Select Dividend 100 Index",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,0,9738
"Straits Times Index",Future,Equity,"Singapore Exchange","Singapore Exchange",SGX,Singapore,Asia,2017,09,2017-09,240,0
"Strong Gluten Wheat (WH)",Future,Agriculture,"Zhengzhou Commodity Exchange","Zhengzhou Commodity Exchange",ZCE,China,Asia,2017,09,2017-09,16235,3713
Sugar,Future,Agriculture,"National Commodity & Derivatives Exchange","National Commodity & Derivatives Exchange",NCDEX,India,Asia,2017,09,2017-09,16,27
"Sugar #11",Future,Agriculture,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,3359111,715419
"Sugar #16",Future,Agriculture,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,7465,11682
"Sugar (cash settled - SA)",Future,Agriculture,"Moscow Exchange","Moscow Exchange",MOEX,Russia,Europe,2017,09,2017-09,20,46
"Sugar No. 11",Option,Agriculture,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,248935,351442
"Sugar No. 11 1 Month",Option,Agriculture,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,2220,3630
"Sumas Natural Gas (Platts IFERC) Basis (NK)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,7169
"Sumas Natural Gas (Platts IFERC) Fixed Price (DVS)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,184
"Sunflower Seed (SUNS)",Future,Agriculture,"JSE Securities Exchange","JSE Securities Exchange",JSE,"South Africa",Other,2017,09,2017-09,11702,12148
"Sunflower Seed (SUNS)",Option,Agriculture,"JSE Securities Exchange","JSE Securities Exchange",JSE,"South Africa",Other,2017,09,2017-09,1174,5055
"Supramax Dry Freight",Future,Other,"Nasdaq Commodities",Nasdaq,NOC,Sweden,Europe,2017,09,2017-09,6543,15851
"Supramax Dry Freight",Option,Other,"Nasdaq Commodities",Nasdaq,NOC,Sweden,Europe,2017,09,2017-09,0,4230
"Swapnote € - 10 Year",Future,"Interest Rates","ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,2678,1307
"Swapnote € - 2 Year",Future,"Interest Rates","ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,37999,13862
"Swapnote € - 5 Year",Future,"Interest Rates","ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,23175,6259
